status,account,balance,date,gender,age,merchant_state,amount,movement,month,day
authorized,ACC-1598451071,1770.17,2018-08-24,F,26,QLD,8.33,debit,8,24
authorized,ACC-1598451071,1752.58,2018-08-24,F,26,QLD,17.59,debit,8,24
authorized,ACC-1598451071,1725.31,2018-08-24,F,26,QLD,27.27,debit,8,24
authorized,ACC-182446574,3288.53,2018-08-24,F,27,WA,32.29,debit,8,24
authorized,ACC-90814749,9827.35,2018-08-24,M,35,NSW,23.22,debit,8,24
authorized,ACC-3689607373,4469.41,2018-08-24,F,20,NSW,16.1,debit,8,24
authorized,ACC-2259139624,7672.67,2018-08-24,F,19,VIC,20.59,debit,8,24
authorized,ACC-182446574,3273.57,2018-08-24,F,27,WA,14.96,debit,8,24
authorized,ACC-90814749,9779.09,2018-08-24,M,35,NSW,48.26,debit,8,24
authorized,ACC-964839203,32963.0,2018-08-24,M,21,VIC,35.4,debit,8,24
authorized,ACC-3100725361,608.15,2018-08-24,M,25,TAS,34.16,debit,8,24
authorized,ACC-3954677887,3057.53,2018-08-24,F,47,WA,30.15,debit,8,24
authorized,ACC-1037050564,2430.99,2018-08-24,F,40,QLD,76.17,debit,8,24
authorized,ACC-3771436525,1524.04,2018-08-24,M,20,VIC,20.88,debit,8,24
posted,ACC-3541460373,2431.08,2018-08-24,M,24,MISSING,41.0,debit,8,24
authorized,ACC-3954677887,3010.83,2018-08-24,F,47,NSW,46.7,debit,8,24
authorized,ACC-1037050564,2421.04,2018-08-24,F,40,QLD,9.95,debit,8,24
authorized,ACC-211792489,6671.41,2018-08-24,F,30,SA,60.58,debit,8,24
authorized,ACC-3485804958,18268.53,2018-08-24,F,34,SA,12.76,debit,8,24
authorized,ACC-3536132544,2992.11,2018-08-24,F,41,VIC,17.8,debit,8,24
authorized,ACC-1222300524,1672.12,2018-08-24,M,38,NSW,12.59,debit,8,24
authorized,ACC-3541460373,2416.3,2018-08-25,M,24,VIC,14.78,debit,8,25
authorized,ACC-53508546,2587.36,2018-08-25,F,35,NSW,9.87,debit,8,25
posted,ACC-4065652575,8446.43,2018-08-25,M,21,MISSING,130.0,debit,8,25
posted,ACC-3481401842,3328.01,2018-08-25,F,25,MISSING,26.0,debit,8,25
posted,ACC-1523339231,62404.22,2018-08-25,M,40,MISSING,156.0,debit,8,25
authorized,ACC-2890243754,2588.2,2018-08-25,M,37,QLD,44.37,debit,8,25
authorized,ACC-1496451953,6237.05,2018-08-25,M,43,VIC,38.53,debit,8,25
authorized,ACC-3689607373,4386.62,2018-08-25,F,20,NSW,13.79,debit,8,25
posted,ACC-2828321672,1255.67,2018-08-25,F,53,MISSING,182.0,debit,8,25
posted,ACC-964839203,32935.0,2018-08-25,M,21,MISSING,28.0,debit,8,25
authorized,ACC-2890243754,2583.73,2018-08-25,M,37,QLD,4.47,debit,8,25
authorized,ACC-182446574,3245.99,2018-08-25,F,27,WA,27.58,debit,8,25
authorized,ACC-2673069055,15868.49,2018-08-25,M,24,QLD,45.86,debit,8,25
posted,ACC-2681137560,2605.51,2018-08-25,M,31,MISSING,26.0,debit,8,25
posted,ACC-1652235822,19600.38,2018-08-25,F,38,MISSING,45.0,debit,8,25
posted,ACC-1650504218,5621.52,2018-08-25,F,23,MISSING,43.0,debit,8,25
posted,ACC-4281711154,36253.74,2018-08-25,M,42,MISSING,37.0,debit,8,25
authorized,ACC-2305712452,1901.12,2018-08-25,F,18,NSW,11.45,debit,8,25
posted,ACC-588564840,9164.27,2018-08-25,M,23,MISSING,77.0,debit,8,25
authorized,ACC-1037050564,2401.81,2018-08-25,F,40,QLD,19.23,debit,8,25
authorized,ACC-2249586092,5749.52,2018-08-25,M,19,WA,31.11,debit,8,25
authorized,ACC-211792489,6648.52,2018-08-25,F,30,SA,22.89,debit,8,25
authorized,ACC-1496451953,6168.42,2018-08-25,M,43,SA,68.63,debit,8,25
authorized,ACC-2890243754,2575.56,2018-08-25,M,37,QLD,8.17,debit,8,25
authorized,ACC-1973887809,2922.83,2018-08-25,M,26,WA,9.73,debit,8,25
authorized,ACC-1222300524,1659.52,2018-08-25,M,38,SA,12.6,debit,8,25
posted,ACC-3954677887,2897.83,2018-08-25,F,47,MISSING,113.0,debit,8,25
authorized,ACC-1334819143,58198.23,2018-08-25,M,33,VIC,14.37,debit,8,25
authorized,ACC-2681137560,2584.82,2018-08-25,M,31,NSW,20.69,debit,8,25
authorized,ACC-2673069055,15856.58,2018-08-25,M,24,QLD,11.91,debit,8,25
authorized,ACC-854938045,10351.32,2018-08-25,M,28,TAS,16.81,debit,8,25
authorized,ACC-2828321672,1232.71,2018-08-25,F,53,QLD,22.96,debit,8,25
authorized,ACC-90814749,9760.88,2018-08-25,M,35,NSW,18.21,debit,8,25
posted,ACC-574997646,3288.39,2018-08-25,F,18,MISSING,45.0,debit,8,25
authorized,ACC-1222300524,1582.27,2018-08-25,M,38,NSW,77.25,debit,8,25
authorized,ACC-3084464802,5169.95,2018-08-25,F,19,NSW,23.1,debit,8,25
authorized,ACC-1598451071,1716.67,2018-08-25,F,26,QLD,8.64,debit,8,25
authorized,ACC-1037050564,2397.93,2018-08-25,F,40,NSW,3.88,debit,8,25
authorized,ACC-1496451953,6154.41,2018-08-25,M,43,VIC,14.01,debit,8,25
authorized,ACC-2828321672,1204.4,2018-08-25,F,53,QLD,28.31,debit,8,25
posted,ACC-2681137560,2567.82,2018-08-25,M,31,MISSING,17.0,debit,8,25
authorized,ACC-1037050564,2348.96,2018-08-25,F,40,VIC,48.97,debit,8,25
authorized,ACC-4258502723,1759.25,2018-08-25,F,24,VIC,7.59,debit,8,25
authorized,ACC-154431271,2170.47,2018-08-25,F,18,QLD,17.25,debit,8,25
authorized,ACC-1598451071,1697.36,2018-08-25,F,26,QLD,19.31,debit,8,25
authorized,ACC-2890243754,2539.21,2018-08-25,M,37,QLD,36.35,debit,8,25
authorized,ACC-2673069055,15846.22,2018-08-25,M,24,QLD,10.36,debit,8,25
authorized,ACC-2673069055,15812.04,2018-08-25,M,24,QLD,34.18,debit,8,25
posted,ACC-602667573,4869.8,2018-08-25,M,40,MISSING,144.0,debit,8,25
posted,ACC-1998563091,14475.96,2018-08-25,M,42,MISSING,45.0,debit,8,25
authorized,ACC-3689607373,4377.34,2018-08-25,F,20,WA,9.28,debit,8,25
authorized,ACC-1443681913,2765.02,2018-08-25,M,31,NSW,12.34,debit,8,25
authorized,ACC-2673069055,15793.75,2018-08-25,M,24,QLD,18.29,debit,8,25
authorized,ACC-1222300524,1577.23,2018-08-25,M,38,NSW,5.04,debit,8,25
posted,ACC-90814749,9716.88,2018-08-25,M,35,MISSING,44.0,debit,8,25
authorized,ACC-1608363396,4766.32,2018-08-25,M,20,NSW,8.23,debit,8,25
authorized,ACC-1608363396,4748.86,2018-08-25,M,20,SA,17.46,debit,8,25
authorized,ACC-4065652575,8428.73,2018-08-25,M,21,NSW,17.7,debit,8,25
authorized,ACC-3689607373,4372.18,2018-08-25,F,20,WA,5.16,debit,8,25
posted,ACC-2650850707,107780.26,2018-08-25,M,42,MISSING,627.0,debit,8,25
posted,ACC-37709441,7097.8,2018-08-25,M,18,MISSING,45.0,debit,8,25
authorized,ACC-1037050564,2325.67,2018-08-25,F,40,QLD,23.29,debit,8,25
authorized,ACC-854938045,10326.07,2018-08-25,M,28,VIC,25.25,debit,8,25
authorized,ACC-182446574,3228.32,2018-08-25,F,27,WA,17.67,debit,8,25
authorized,ACC-90814749,9683.53,2018-08-25,M,35,SA,33.35,debit,8,25
authorized,ACC-1222300524,1568.59,2018-08-25,M,38,NSW,8.64,debit,8,25
authorized,ACC-1443681913,2268.26,2018-08-25,M,31,NSW,496.76,debit,8,25
authorized,ACC-90814749,9626.62,2018-08-25,M,35,WA,56.91,debit,8,25
posted,ACC-1799207998,4144.29,2018-08-25,F,20,MISSING,197.0,debit,8,25
authorized,ACC-574997646,3249.56,2018-08-25,F,18,NSW,38.83,debit,8,25
authorized,ACC-2249586092,5726.66,2018-08-25,M,19,SA,22.86,debit,8,25
authorized,ACC-3481401842,3245.03,2018-08-25,F,25,WA,82.98,debit,8,25
authorized,ACC-1598451071,1670.86,2018-08-25,F,26,QLD,26.5,debit,8,25
authorized,ACC-2249586092,5717.96,2018-08-25,M,19,WA,8.7,debit,8,25
authorized,ACC-2828321672,1184.44,2018-08-25,F,53,QLD,19.96,debit,8,25
posted,ACC-2920611728,4203.32,2018-08-25,M,69,MISSING,17.0,debit,8,25
posted,ACC-37709441,7076.8,2018-08-25,M,18,MISSING,21.0,debit,8,25
authorized,ACC-90814749,9570.86,2018-08-25,M,35,NSW,55.76,debit,8,25
authorized,ACC-3689607373,4354.09,2018-08-25,F,20,WA,18.09,debit,8,25
authorized,ACC-4065652575,8409.74,2018-08-25,M,21,WA,18.99,debit,8,25
posted,ACC-854938045,10277.07,2018-08-25,M,28,MISSING,49.0,debit,8,25
authorized,ACC-354106658,7615.76,2018-08-25,F,39,WA,41.94,debit,8,25
authorized,ACC-1222300524,1530.91,2018-08-25,M,38,NSW,37.68,debit,8,25
authorized,ACC-182446574,3200.7,2018-08-25,F,27,WA,27.62,debit,8,25
authorized,ACC-958000567,5488.44,2018-08-25,F,34,VIC,39.71,debit,8,25
authorized,ACC-3100725361,587.02,2018-08-25,M,25,VIC,21.13,debit,8,25
authorized,ACC-3541460373,2390.34,2018-08-25,M,24,VIC,25.96,debit,8,25
posted,ACC-958000567,5471.44,2018-08-25,F,34,MISSING,17.0,debit,8,25
authorized,ACC-240804743,7807.32,2018-08-25,M,29,WA,15.89,debit,8,25
authorized,ACC-1598451071,1664.34,2018-08-25,F,26,QLD,6.52,debit,8,25
authorized,ACC-3541460373,2379.3,2018-08-25,M,24,VIC,11.04,debit,8,25
authorized,ACC-854938045,10267.88,2018-08-25,M,28,TAS,9.19,debit,8,25
authorized,ACC-2173390920,3064.62,2018-08-25,M,27,QLD,24.99,debit,8,25
authorized,ACC-1598451071,1655.47,2018-08-25,F,26,QLD,8.87,debit,8,25
authorized,ACC-1598451071,1645.79,2018-08-25,F,26,QLD,9.68,debit,8,25
authorized,ACC-2249586092,5686.69,2018-08-25,M,19,WA,31.27,debit,8,25
posted,ACC-4258502723,1731.25,2018-08-25,F,24,MISSING,28.0,debit,8,25
authorized,ACC-2650850707,107737.19,2018-08-25,M,42,QLD,43.07,debit,8,25
authorized,ACC-966140392,3086.16,2018-08-25,M,21,VIC,7.25,debit,8,25
authorized,ACC-2828321672,1169.77,2018-08-25,F,53,QLD,14.67,debit,8,25
authorized,ACC-1799207998,4125.4,2018-08-25,F,20,NSW,18.89,debit,8,25
authorized,ACC-2828321672,1162.6,2018-08-25,F,53,NSW,7.17,debit,8,25
authorized,ACC-4065652575,8389.56,2018-08-25,M,21,NSW,20.18,debit,8,25
posted,ACC-1344825761,17922.18,2018-08-25,F,46,MISSING,28.0,debit,8,25
authorized,ACC-2259139624,7583.14,2018-08-25,F,19,SA,89.53,debit,8,25
authorized,ACC-3100725361,575.36,2018-08-25,M,25,QLD,11.66,debit,8,25
authorized,ACC-958000567,5414.65,2018-08-25,F,34,NSW,56.79,debit,8,25
authorized,ACC-966140392,3068.52,2018-08-25,M,21,VIC,17.64,debit,8,25
authorized,ACC-966140392,3032.2,2018-08-25,M,21,VIC,36.32,debit,8,25
authorized,ACC-966140392,3019.3,2018-08-25,M,21,VIC,12.9,debit,8,25
authorized,ACC-2259139624,7562.01,2018-08-25,F,19,VIC,21.13,debit,8,25
authorized,ACC-1799207998,4104.02,2018-08-25,F,20,WA,21.38,debit,8,25
authorized,ACC-4258502723,1722.44,2018-08-25,F,24,VIC,8.81,debit,8,25
authorized,ACC-3954677887,2878.86,2018-08-25,F,47,WA,18.97,debit,8,25
authorized,ACC-1990648130,2594.48,2018-08-25,F,21,NSW,22.3,debit,8,25
authorized,ACC-3100725361,553.73,2018-08-25,M,25,NSW,21.63,debit,8,25
posted,ACC-1799207998,4074.02,2018-08-25,F,20,MISSING,30.0,debit,8,25
authorized,ACC-1496451953,6112.31,2018-08-25,M,43,SA,42.1,debit,8,25
authorized,ACC-1037050564,2318.79,2018-08-25,F,40,QLD,6.88,debit,8,25
authorized,ACC-4258502723,1717.93,2018-08-25,F,24,VIC,4.51,debit,8,25
authorized,ACC-4258502723,1699.44,2018-08-25,F,24,VIC,18.49,debit,8,25
authorized,ACC-1496451953,6098.53,2018-08-25,M,43,VIC,13.78,debit,8,25
authorized,ACC-1890605467,11809.4,2018-08-25,M,38,VIC,50.85,debit,8,25
authorized,ACC-1279356312,6019.83,2018-08-25,M,44,VIC,6.4,debit,8,25
posted,ACC-2014856841,262110.86,2018-08-25,M,46,MISSING,43.0,debit,8,25
posted,ACC-3954677887,2854.86,2018-08-25,F,47,MISSING,24.0,debit,8,25
authorized,ACC-1990648130,2526.31,2018-08-25,F,21,NSW,68.17,debit,8,25
authorized,ACC-90814749,9557.67,2018-08-25,M,35,WA,13.19,debit,8,25
authorized,ACC-2249586092,5678.02,2018-08-25,M,19,SA,8.67,debit,8,25
authorized,ACC-2650850707,107698.54,2018-08-25,M,42,TAS,38.65,debit,8,25
authorized,ACC-1279356312,5997.76,2018-08-25,M,44,VIC,22.07,debit,8,25
authorized,ACC-4258502723,1650.52,2018-08-26,F,24,VIC,48.92,debit,8,26
authorized,ACC-2673069055,15784.22,2018-08-26,M,24,QLD,9.53,debit,8,26
authorized,ACC-3689607373,4338.5,2018-08-26,F,20,WA,15.59,debit,8,26
authorized,ACC-1496451953,6078.01,2018-08-26,M,43,VIC,20.52,debit,8,26
posted,ACC-2107684084,4198.69,2018-08-26,M,22,MISSING,25.0,debit,8,26
authorized,ACC-4258502723,1631.52,2018-08-26,F,24,SA,19.0,debit,8,26
posted,ACC-4065652575,8306.56,2018-08-26,M,21,MISSING,83.0,debit,8,26
posted,ACC-1056639002,42781.76,2018-08-26,M,22,MISSING,36.0,debit,8,26
authorized,ACC-3485804958,18244.76,2018-08-26,F,34,WA,23.77,debit,8,26
posted,ACC-2890243754,2412.21,2018-08-26,M,37,MISSING,127.0,debit,8,26
posted,ACC-4258502723,1593.52,2018-08-26,F,24,MISSING,38.0,debit,8,26
authorized,ACC-2173390920,3046.63,2018-08-26,M,27,VIC,17.99,debit,8,26
posted,ACC-3485804958,18213.76,2018-08-26,F,34,MISSING,31.0,debit,8,26
posted,ACC-559365433,1810.66,2018-08-26,F,64,MISSING,30.0,debit,8,26
posted,ACC-4059612845,52212.69,2018-08-26,M,38,MISSING,125.0,debit,8,26
posted,ACC-1344825761,17740.18,2018-08-26,F,46,MISSING,182.0,debit,8,26
posted,ACC-1523339231,62365.22,2018-08-26,M,40,MISSING,39.0,debit,8,26
authorized,ACC-2828321672,1128.67,2018-08-26,F,53,NSW,33.93,debit,8,26
posted,ACC-3771436525,1475.04,2018-08-26,M,20,MISSING,49.0,debit,8,26
authorized,ACC-2673069055,15766.25,2018-08-26,M,24,QLD,17.97,debit,8,26
posted,ACC-1890605467,11675.4,2018-08-26,M,38,MISSING,134.0,debit,8,26
posted,ACC-2107684084,4165.69,2018-08-26,M,22,MISSING,33.0,debit,8,26
authorized,ACC-4065652575,8291.93,2018-08-26,M,21,WA,14.63,debit,8,26
authorized,ACC-1496451953,6068.56,2018-08-26,M,43,VIC,9.45,debit,8,26
posted,ACC-38923874,34783.29,2018-08-26,M,38,MISSING,150.0,debit,8,26
authorized,ACC-2897221629,2243.61,2018-08-26,M,23,NSW,17.63,debit,8,26
authorized,ACC-3100725361,539.67,2018-08-26,M,25,VIC,14.06,debit,8,26
authorized,ACC-4065652575,8269.96,2018-08-26,M,21,WA,21.97,debit,8,26
authorized,ACC-1496451953,6050.24,2018-08-26,M,43,VIC,18.32,debit,8,26
authorized,ACC-2650850707,107681.34,2018-08-26,M,42,QLD,17.2,debit,8,26
authorized,ACC-1990648130,2518.29,2018-08-26,F,21,WA,8.02,debit,8,26
authorized,ACC-1598451071,1637.62,2018-08-26,F,26,QLD,8.17,debit,8,26
authorized,ACC-3481401842,3232.96,2018-08-26,F,25,WA,12.07,debit,8,26
authorized,ACC-211792489,6625.62,2018-08-26,F,30,WA,22.9,debit,8,26
authorized,ACC-1990648130,2505.74,2018-08-26,F,21,NSW,12.55,debit,8,26
authorized,ACC-4258502723,1585.06,2018-08-26,F,24,VIC,8.46,debit,8,26
posted,ACC-964839203,32893.0,2018-08-26,M,21,MISSING,42.0,debit,8,26
authorized,ACC-1710017148,7343.29,2018-08-26,F,19,NSW,31.14,debit,8,26
authorized,ACC-1222300524,1516.0,2018-08-26,M,38,NSW,14.91,debit,8,26
authorized,ACC-2249586092,5655.68,2018-08-26,M,19,SA,22.34,debit,8,26
authorized,ACC-3689607373,4093.49,2018-08-26,F,20,QLD,245.01,debit,8,26
authorized,ACC-1710017148,7319.12,2018-08-26,F,19,NSW,24.17,debit,8,26
authorized,ACC-1222300524,1508.35,2018-08-26,M,38,NSW,7.65,debit,8,26
authorized,ACC-2890243754,2406.45,2018-08-26,M,37,QLD,5.76,debit,8,26
authorized,ACC-1990648130,2467.32,2018-08-26,F,21,NSW,38.42,debit,8,26
posted,ACC-3827517394,32542.16,2018-08-26,M,28,MISSING,28.0,debit,8,26
posted,ACC-1608363396,4565.86,2018-08-26,M,20,MISSING,183.0,debit,8,26
posted,ACC-1496451953,6019.24,2018-08-26,M,43,MISSING,31.0,debit,8,26
posted,ACC-2615038700,29780.31,2018-08-26,F,43,MISSING,38.0,debit,8,26
posted,ACC-854938045,10233.88,2018-08-26,M,28,MISSING,34.0,debit,8,26
authorized,ACC-1710017148,7281.88,2018-08-26,F,19,NSW,37.24,debit,8,26
authorized,ACC-1990648130,2459.53,2018-08-26,F,21,NSW,7.79,debit,8,26
authorized,ACC-3100725361,528.19,2018-08-26,M,25,QLD,11.48,debit,8,26
authorized,ACC-3541460373,2362.04,2018-08-26,M,24,SA,17.26,debit,8,26
authorized,ACC-966140392,2995.16,2018-08-26,M,21,VIC,24.14,debit,8,26
posted,ACC-2249586092,5618.68,2018-08-26,M,19,MISSING,37.0,debit,8,26
authorized,ACC-1222300524,1496.39,2018-08-26,M,38,NSW,11.96,debit,8,26
authorized,ACC-1598451071,1547.19,2018-08-26,F,26,QLD,90.43,debit,8,26
authorized,ACC-3485804958,18170.61,2018-08-26,F,34,SA,43.15,debit,8,26
authorized,ACC-1598451071,1537.52,2018-08-26,F,26,QLD,9.67,debit,8,26
authorized,ACC-1222300524,1486.34,2018-08-26,M,38,SA,10.05,debit,8,26
authorized,ACC-1598451071,1525.97,2018-08-26,F,26,QLD,11.55,debit,8,26
posted,ACC-37709441,7036.8,2018-08-26,M,18,MISSING,40.0,debit,8,26
authorized,ACC-1598451071,1507.27,2018-08-26,F,26,NSW,18.7,debit,8,26
authorized,ACC-958000567,5399.39,2018-08-26,F,34,NT,15.26,debit,8,26
authorized,ACC-2901672282,3200.84,2018-08-26,M,22,VIC,34.25,debit,8,26
authorized,ACC-1598451071,1500.75,2018-08-26,F,26,QLD,6.52,debit,8,26
authorized,ACC-2901672282,3126.69,2018-08-26,M,22,VIC,74.15,debit,8,26
authorized,ACC-2890243754,2334.24,2018-08-26,M,37,QLD,72.21,debit,8,26
authorized,ACC-3100725361,467.2,2018-08-26,M,25,NSW,60.99,debit,8,26
authorized,ACC-1710017148,7259.38,2018-08-26,F,19,NSW,22.5,debit,8,26
authorized,ACC-3317636250,9434.99,2018-08-26,M,35,QLD,28.95,debit,8,26
authorized,ACC-1598451071,1488.61,2018-08-26,F,26,QLD,12.14,debit,8,26
authorized,ACC-2153562714,3948.83,2018-08-26,F,24,WA,16.95,debit,8,26
authorized,ACC-1598451071,1477.51,2018-08-26,F,26,QLD,11.1,debit,8,26
authorized,ACC-2153562714,3935.81,2018-08-26,F,24,WA,13.02,debit,8,26
posted,ACC-211792489,6603.62,2018-08-26,F,30,MISSING,22.0,debit,8,26
authorized,ACC-1990648130,2452.17,2018-08-26,F,21,NSW,7.36,debit,8,26
authorized,ACC-182446574,3143.19,2018-08-26,F,27,WA,57.51,debit,8,26
authorized,ACC-3689607373,4078.66,2018-08-26,F,20,WA,14.83,debit,8,26
posted,ACC-2681137560,2522.82,2018-08-26,M,31,MISSING,45.0,debit,8,26
authorized,ACC-2920611728,4192.91,2018-08-26,M,69,SA,10.41,debit,8,26
authorized,ACC-2901672282,3068.9,2018-08-26,M,22,NSW,57.79,debit,8,26
posted,ACC-1650504218,5603.52,2018-08-26,F,23,MISSING,18.0,debit,8,26
posted,ACC-37709441,7009.8,2018-08-26,M,18,MISSING,27.0,debit,8,26
authorized,ACC-4258502723,1580.49,2018-08-26,F,24,VIC,4.57,debit,8,26
authorized,ACC-1598451071,1468.07,2018-08-26,F,26,QLD,9.44,debit,8,26
authorized,ACC-3317636250,9390.03,2018-08-26,M,35,QLD,44.96,debit,8,26
authorized,ACC-2901672282,3038.53,2018-08-26,M,22,QLD,30.37,debit,8,26
posted,ACC-240804743,7759.32,2018-08-26,M,29,MISSING,48.0,debit,8,26
posted,ACC-2897221629,2201.61,2018-08-26,M,23,MISSING,42.0,debit,8,26
authorized,ACC-1598451071,1460.62,2018-08-26,F,26,QLD,7.45,debit,8,26
authorized,ACC-1279356312,5982.3,2018-08-26,M,44,VIC,15.46,debit,8,26
authorized,ACC-1598451071,1448.16,2018-08-26,F,26,NSW,12.46,debit,8,26
authorized,ACC-3100725361,461.4,2018-08-26,M,25,VIC,5.8,debit,8,26
authorized,ACC-1598451071,1443.1,2018-08-26,F,26,QLD,5.06,debit,8,26
posted,ACC-154431271,2120.47,2018-08-26,F,18,MISSING,50.0,debit,8,26
posted,ACC-2153562714,3750.81,2018-08-26,F,24,MISSING,185.0,debit,8,26
posted,ACC-3021093232,3638.09,2018-08-26,F,30,MISSING,131.0,debit,8,26
authorized,ACC-1990648130,2413.67,2018-08-26,F,21,VIC,38.5,debit,8,26
authorized,ACC-3481401842,3227.01,2018-08-26,F,25,WA,5.95,debit,8,26
authorized,ACC-2970114956,6712.31,2018-08-26,M,26,VIC,6.04,debit,8,26
authorized,ACC-2305712452,1884.75,2018-08-26,F,18,SA,16.37,debit,8,26
authorized,ACC-1222300524,1478.77,2018-08-26,M,38,QLD,7.57,debit,8,26
authorized,ACC-1890605467,11635.03,2018-08-26,M,38,QLD,40.37,debit,8,26
authorized,ACC-3541460373,2339.61,2018-08-26,M,24,VIC,22.43,debit,8,26
authorized,ACC-3485804958,18149.68,2018-08-26,F,34,NSW,20.93,debit,8,26
authorized,ACC-1710017148,7183.86,2018-08-26,F,19,NSW,75.52,debit,8,26
posted,ACC-602667573,4844.8,2018-08-26,M,40,MISSING,25.0,debit,8,26
authorized,ACC-3541460373,2331.63,2018-08-26,M,24,VIC,7.98,debit,8,26
authorized,ACC-1222300524,1396.82,2018-08-26,M,38,NSW,81.95,debit,8,26
authorized,ACC-4065652575,8264.32,2018-08-26,M,21,WA,5.64,debit,8,26
authorized,ACC-958000567,5374.29,2018-08-26,F,34,NT,25.1,debit,8,26
authorized,ACC-1199531521,6748.24,2018-08-26,M,52,WA,19.3,debit,8,26
authorized,ACC-1516130869,3758.11,2018-08-26,F,21,NT,31.12,debit,8,26
authorized,ACC-1199531521,6719.0,2018-08-26,M,52,WA,29.24,debit,8,26
authorized,ACC-1990648130,2356.02,2018-08-27,F,21,NSW,57.65,debit,8,27
authorized,ACC-4258502723,1572.55,2018-08-27,F,24,VIC,7.94,debit,8,27
posted,ACC-4281711154,36085.74,2018-08-27,M,42,MISSING,168.0,debit,8,27
posted,ACC-4065652575,8074.32,2018-08-27,M,21,MISSING,190.0,debit,8,27
posted,ACC-1349834573,7835.22,2018-08-27,M,39,MISSING,33.0,debit,8,27
posted,ACC-3084464802,5145.95,2018-08-27,F,19,MISSING,24.0,debit,8,27
posted,ACC-1990648130,2176.02,2018-08-27,F,21,MISSING,180.0,debit,8,27
posted,ACC-80388494,4074.52,2018-08-27,M,28,MISSING,96.0,debit,8,27
posted,ACC-819621312,3467.73,2018-08-27,F,30,MISSING,66.0,debit,8,27
posted,ACC-2107684084,4131.69,2018-08-27,M,22,MISSING,34.0,debit,8,27
posted,ACC-1438600314,3435.23,2018-08-27,F,35,MISSING,35.0,debit,8,27
authorized,ACC-966140392,2973.69,2018-08-27,M,21,VIC,21.47,debit,8,27
posted,ACC-3879258709,193479.49,2018-08-27,F,40,MISSING,51.0,debit,8,27
authorized,ACC-1710017148,7162.38,2018-08-27,F,19,QLD,21.48,debit,8,27
authorized,ACC-2259139624,7536.15,2018-08-27,F,19,VIC,25.86,debit,8,27
posted,ACC-2673069055,15727.25,2018-08-27,M,24,MISSING,39.0,debit,8,27
authorized,ACC-3879258709,193455.0,2018-08-27,F,40,VIC,24.49,debit,8,27
authorized,ACC-3021093232,3551.55,2018-08-27,F,30,NSW,86.54,debit,8,27
authorized,ACC-3536132544,2982.21,2018-08-27,F,41,VIC,9.9,debit,8,27
authorized,ACC-1443681913,2256.04,2018-08-27,M,31,NSW,12.22,debit,8,27
authorized,ACC-211792489,6578.08,2018-08-27,F,30,SA,25.54,debit,8,27
authorized,ACC-4163822186,5220.38,2018-08-27,F,26,QLD,22.31,debit,8,27
authorized,ACC-211792489,6564.76,2018-08-27,F,30,SA,13.32,debit,8,27
authorized,ACC-3485804958,18130.9,2018-08-27,F,34,NSW,18.78,debit,8,27
authorized,ACC-2153562714,3738.1,2018-08-27,F,24,WA,12.71,debit,8,27
authorized,ACC-1990648130,2162.15,2018-08-27,F,21,NSW,13.87,debit,8,27
authorized,ACC-3317636250,9365.19,2018-08-27,M,35,WA,24.84,debit,8,27
authorized,ACC-1037050564,2168.19,2018-08-27,F,40,QLD,150.6,debit,8,27
authorized,ACC-3485804958,18110.73,2018-08-27,F,34,ACT,20.17,debit,8,27
authorized,ACC-182446574,3123.67,2018-08-27,F,27,WA,19.52,debit,8,27
posted,ACC-182446574,2929.67,2018-08-27,F,27,MISSING,194.0,debit,8,27
authorized,ACC-2901672282,2934.49,2018-08-27,M,22,NSW,104.04,debit,8,27
authorized,ACC-4258502723,1564.28,2018-08-27,F,24,VIC,8.27,debit,8,27
authorized,ACC-1222300524,1373.52,2018-08-27,M,38,NSW,23.3,debit,8,27
authorized,ACC-1443681913,2241.83,2018-08-27,M,31,NSW,14.21,debit,8,27
authorized,ACC-966140392,2943.36,2018-08-27,M,21,VIC,30.33,debit,8,27
authorized,ACC-90814749,9546.41,2018-08-27,M,35,NSW,11.26,debit,8,27
authorized,ACC-574997646,3244.57,2018-08-27,F,18,NSW,4.99,debit,8,27
authorized,ACC-3100725361,432.46,2018-08-27,M,25,VIC,28.94,debit,8,27
posted,ACC-3233697971,5719.06,2018-08-27,F,34,MISSING,1711.39,credit,8,27
posted,ACC-3233697971,5673.06,2018-08-27,F,34,MISSING,46.0,debit,8,27
posted,ACC-847145727,52352.83,2018-08-27,M,19,MISSING,37.0,debit,8,27
posted,ACC-1037050564,3060.28,2018-08-27,F,40,MISSING,892.09,credit,8,27
posted,ACC-2650850707,107484.34,2018-08-27,M,42,MISSING,197.0,debit,8,27
posted,ACC-38923874,34741.29,2018-08-27,M,38,MISSING,42.0,debit,8,27
